-0.010826211,3.39031339,,-0.64957265,3.39031339
0.325759524,28.31908832,,19.54557144,28.31908832
0.496258478,47.01566952,,29.77550866,47.01566952
0.662030104,52.35754986,,39.72180622,52.35754986
1.353795729,96.87321937,,81.22774374,96.87321937
0.998615838,77.28632479,,59.91695031,77.28632479
1.690066309,120.9116809,,101.4039785,120.9116809
2.046191665,143.1695157,,122.7714999,143.1695157
2.375843986,148.511396,,142.5506391,148.511396
2.686902151,159.1951567,,161.214129,159.1951567
3.041136576,176.1111111,,182.4681945,176.1111111
3.373625293,189.465812,,202.4175176,189.465812
3.726914253,203.7108262,,223.6148552,203.7108262
4.058457504,214.3945869,,243.5074503,214.3945869
4.407649447,217.0655271,,264.4589668,217.0655271
4.738247233,225.0783476,,284.294834,225.0783476
5.06947533,234.8717949,,304.1685198,234.8717949
5.418982427,238.4330484,,325.1389456,238.4330484
5.728779971,245.5555556,,343.7267983,245.5555556
6.078917379,250.8974359,,364.7350427,250.8974359
6.405102993,246.4458689,,384.3061796,246.4458689
6.750513073,238.4330484,,405.0307844,238.4330484
7.097814084,235.7621083,,425.868845,235.7621083
7.422423922,226.8589744,,445.3454353,226.8589744
7.746403449,216.1752137,,464.7842069,216.1752137
8.073219373,213.5042735,,484.3931624,213.5042735
8.414532436,193.9173789,,504.8719461,193.9173789
8.717396566,181.4529915,,523.043794,181.4529915
9.043267025,176.1111111,,542.5960215,176.1111111
9.364095,156.5242165,,561.8457,156.5242165
9.707929304,144.0598291,,582.4757583,144.0598291
10.04987268,126.2535613,,602.9923606,126.2535613
10.37290674,112.8988604,,622.3744044,112.8988604
10.70980763,80.84757835,,642.5884578,80.84757835
11.03032045,60.37037037,,661.819227,60.37037037
11.02874467,55.91880342,,661.7246804,55.91880342
11.34799687,31.88034188,,680.8798124,31.88034188
11.504629,11.4031339,,690.27774,11.4031339
11.66787938,9.622507123,,700.072763,9.622507123
12.01391977,3.39031339,,720.8351864,3.39031339
12.5052467,2.5,,750.3148022,2.5
